FEN,Move
1nkr3r/pqp2ppp/4p3/8/1PPBQ3/5P2/P4P1P/3R1RK1 b - - 0 23,b8c6
4rr2/ppb3pk/3qB1np/5p1N/3P4/2P2N1P/PP4P1/R2QR1K1 b - - 0 25,e8e6
r4r1k/1b1nqpp1/pp2pb1p/8/PPBNPn1P/5P2/N2Q1BP1/2RR2K1 b - - 2 27,f6d4
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N2P2/PPP3PP/R1BQKB1R b KQkq - 0 8,e7e6
2kr3r/1p6/5pb1/1p2b1pp/P7/1K2B2P/4BPP1/3R1R2 w - - 0 26,a4b5
4k3/1b2bp1r/p3p2p/1q2p3/1pr1P1P1/1P5P/P1P2QB1/1K1R1R2 w - - 0 27,b3c4
4q2k/1b4b1/1p5p/1P1p2p1/3P4/2NQP1P1/3N3P/6K1 b - - 3 33,e8e6
3R4/6p1/4kp2/1p5r/p4P1P/Pr1P4/6K1/R7 b - - 0 38,h5h4
r3k2r/pNp1qppp/3p4/2P1p1P1/P6P/2PPP2b/4P3/R2QK1R1 b Qkq - 0 18,d6c5
8/p2R4/1p2p1pk/7p/2P4R/5qP1/P4P2/5K2 b - - 3 38,e6e5
8/5pkP/ppK5/1n6/1P6/P2B4/8/8 b - - 3 47,f7f5
4n3/1p1k4/3P4/1p2B3/8/K2R1P2/8/4b3 w - - 2 55,f3f4
r2q1rk1/pp3p1p/2n1bbp1/2P2p2/1PB5/P3pN2/3N1PPP/2RQK2R w K - 0 16,f2e3
8/8/3b1k2/n4pp1/Pp1p4/1P1B2P1/2K2P2/2B5 w - - 0 40,c1b2
r2q3r/p2nbkp1/1pp1p1p1/5p2/1PPPpP2/PQ2P1P1/3B3P/R3KB1R w KQ - 0 16,d2c3
rn2kb1r/1pqb1p1p/p3pp2/2p5/6P1/3PBN2/PPP2PBP/R2QK2R w KQkq - 0 10,f3d2
2kr1nr1/3qb1p1/bp2p1Np/2ppP2P/p2P2P1/PnP1B1KB/1PQN4/4R2R b - - 13 26,b3d2
r1b1k2r/pp2qppp/2np4/2bQP3/2B5/5N2/PPP2PPP/R1B1K2R w KQkq - 2 10,c1g5
rnbq1rk1/pp2ppbp/3p1np1/2pP4/P1N1PB2/2P2P2/1P2N1PP/R2QKB1R b KQ - 2 11,b7b6
rnbqkb1r/ppp1pp1p/6p1/8/8/2P3P1/P2PPPBP/R1BQK1NR b KQkq - 0 6,f8g7
2R2nk1/5r1p/4p1p1/8/r4q2/6NP/P1Q1RPPK/8 b - - 6 37,g8g7
3rr1k1/pp4b1/4q1pp/7n/PpNpP3/3P4/2PB2QP/R4RK1 w - - 0 29,d2b4
6k1/p3n2p/bp1p2p1/3P4/3QPP2/6N1/q1r3BP/6RK b - - 1 30,a2b2
r3k2r/p2q1pp1/2p1nn2/B1P3p1/3Pp3/4P1P1/5PBP/1R1QK2R b Kkq - 0 20,g5g4
r2qnbk1/3b2r1/pp1p2n1/3Pp1pp/PQ2Pp2/R4P2/1P1BBNPP/2RN2K1 w - - 2 24,a3c3
r1b1kb1r/2qn1ppp/p2pp3/1p4P1/3NPP2/2N2Q2/PPP4P/R3KB1R w KQkq - 1 12,e1c1
r3k1r1/1p3p1p/pq1p2b1/4p3/5n2/2P1N3/PP2BPPP/R2Q1RK1 w q - 5 19,e2f3
r6k/pp6/4b1rp/6q1/2P4R/5PP1/P1Q1P1B1/3R3K w - - 5 29,c2c3
1r6/2k5/Bp3bp1/n4pp1/P2rp1P1/B6P/5PK1/1R2R3 w - - 2 50,e1c1
r1b2rk1/1p2ppbp/p2pn1p1/7n/2P1PP2/1PN3PP/PB2N1B1/2KR3R b - - 2 15,a8b8
4qk2/p3p1b1/4Q1P1/1p2P3/3pNPp1/1P6/PBr1K1n1/5R2 w - - 6 39,e2d3
1rqB2k1/4bppp/8/2pPp3/3nP3/3b2P1/3N1PBP/R1R1Q1K1 b - - 0 28,e7d8
3r1r1k/1pp1q1bp/2n1p1p1/p1npP3/5P1P/PP4P1/1BPNQ1BK/R4R2 b - - 0 20,d5d4
rn1qkb1r/pbp2ppp/1p2pn2/3p4/3PP3/3B1N2/PPPNQPPP/R1B1K2R b KQkq - 3 6,c7c5
4b3/R4pk1/1p1nq2p/1p1pN1p1/2nP4/4PB1P/5PP1/1Q4K1 b - - 13 52,c4e5
r1nq1rk1/pp2ppbp/6p1/nPPp4/3P4/2N1Bb2/P3BPPP/2RQ1RK1 w - - 0 16,e2f3
2r1k2r/1bqnbpp1/p3p2p/3pP2P/1p1Q1PP1/2N1B3/PPP4R/2KR1B2 w k - 0 18,c3b1
2rr2k1/p2n1pp1/1q2p2p/1pb1P3/1P2Q2P/P3NN2/5PP1/R1R3K1 b - - 0 23,c5e3
rnbqk2r/pp1p1ppp/4pn2/2p5/2P5/P1Q2N2/1P1PPPPP/R1B1KB1R b KQkq - 0 6,e8g8
rnbqk2r/1pp2ppp/p3pn2/4N3/1bpP4/6P1/PP2PPBP/RNBQK2R w KQkq - 2 7,b1c3
rn2k2r/1bq1bpp1/p2ppn1p/1p6/3NPPP1/P1N4P/1PP3B1/R1BQR1K1 b kq - 0 12,b8d7
2q1r1k1/5pbp/p4np1/3p4/P4r2/2PQ1N2/1P4PP/R2R2BK b - - 1 27,f4e4
r4rk1/2qn1ppp/1pp1pb2/p1Pp4/1PbP1P2/P1N2NP1/2B2P1P/R2QR1K1 w - - 5 16,d1d2
2r1r3/1p1k1p2/pPpPpp2/2R2b1p/q2P1Q1P/P1R5/4BPP1/5K2 b - - 0 28,f5g6
r1b1kb1r/1p2pppp/p2p1n2/8/3NPP2/q1N5/P1PQ2PP/1R2KB1R w Kkq - 0 11,e4e5
2r1kb1r/1pBn1pp1/p3p2p/1NPp1b1n/3P4/4P3/1P3PPP/R3KBNR w KQk - 1 14,b5d6
8/3k4/3N1pp1/2Pp3p/3P1K2/6PP/2b2P2/8 w - - 2 59,h3h4
r2qr1k1/p4ppp/2pbnn2/1p2p2b/4P2N/PP4PP/1BPN1PB1/R3QRK1 w - - 2 15,d2f3
r1bqk1nr/pp1p1pbp/2n3p1/2p1p3/4P1P1/2NP4/PPP2PBP/R1BQK1NR w KQkq - 0 6,g1h3
r1bqk2r/pp3ppp/5n2/2P1p3/1P1pn3/P3PN2/1Q3PPP/R1B1KB1R b KQkq - 1 12,e4c3
1n3r1k/pQp1b1pp/2n5/3p4/6q1/3PBN2/PP1N2PP/2RK2R1 b - - 1 18,g4g6
rnbqkb1r/pp1p2pp/8/2pPpp2/4n3/2P4N/PP2PPPP/RNBQKB1R b KQkq - 1 6,d7d6
r3r1k1/2q2pbp/bpp2np1/p2Pp3/Pn2P3/2N1B1PP/1PPQN1B1/3R1RK1 w - - 1 16,e3g5
B5k1/7p/8/8/8/2b1B3/6KP/8 b - - 2 42,c3b2
rnb1kb1r/pp3ppp/4p3/2p2q2/3P4/3B1N2/PP1N1nPP/R1BQK2R w KQkq - 0 9,d3b5
r1bqkb1r/pp2pp1p/2n3pn/2PpP3/5P2/8/PPP3PP/RNBQKBNR w KQkq - 1 6,b1d2
3r4/1p3kpp/8/4R3/r7/2BP4/PK5P/2N5 w - - 1 35,e5b5
2k2r1r/p1pbq1pp/1p2p3/nPbpP3/1B6/P1PB1N2/5PPP/R2QR1K1 w - - 1 20,f3d4
r3kb1r/ppp2ppp/2n5/4P3/6bq/2P2N2/P1PPK1PP/R1BQ1B1R w kq - 5 9,d1e1
r2q1rk1/1pp3pp/1pnp1p2/8/4PPP1/1PN5/PP3Q1P/1K1R1R2 w - - 0 19,h2h4
3r4/1r3kp1/2K4p/2p2P1P/4R3/1P6/2P5/8 w - - 0 67,c6b7
2r1kb1r/1p1n2pp/p3p3/NB1pp2b/8/2B1PP2/PP4PP/R3K2R w KQk - 0 17,b5d7
r4rk1/3nq1pp/4pb2/p1pb1p2/P1NPn3/1Q2PNP1/5PBP/2RRB1K1 b - - 1 21,f8c8
2R5/3r4/p4k1p/n2Pp2P/6p1/4N1P1/5PK1/8 b - - 3 44,f6g5
8/6b1/p1p2nkp/1p2p1p1/4P1P1/P1N1B2P/1PPr2K1/8 w - - 0 28,e3d2
r2r2k1/bp2qppp/p7/n2p4/P5b1/2P1PNP1/Q3NPBP/R4RK1 b - - 8 21,g4f5
4n1r1/p3nk2/1p1qpp2/3p1r2/2pP4/2P1RRpN/PPQN1P1P/7K w - - 0 27,h2g3
3q1rk1/2rb1pbp/2nn2p1/1pp1pP1P/p1PpP1P1/1P1P1NN1/P1Q5/R1B1RBK1 b - - 0 21,c7a7
1R6/8/2N5/1PkrpPp1/P2p4/5P2/4K3/8 b - - 0 52,g5g4
3rk2r/pp4bp/nq2ppp1/2pP4/4p1b1/P1N1P2P/1PP1NP1B/R2Q1RK1 w k - 0 17,h3g4
r1bq1rk1/ppp1ppbp/2np1np1/8/2P5/2N2NP1/PP1PPPBP/R1BQ1RK1 w - - 2 7,d2d3
r2qr1k1/ppp1bppp/2n2n2/8/3P2b1/P1NBB3/1PQ1NPPP/R3R1K1 b - - 4 13,e7d6
4rrk1/1p3pp1/p1p3bp/P1PpP3/8/4PP1P/1P1K2P1/R4B1R w - - 1 22,f3f4
2r3k1/p1q1ppbp/3p1np1/1p1P4/2r2P2/P1P1BB2/1P2Q1PP/R3R1K1 b - - 2 19,f6e4
2r2r1k/pb1q3p/2p2p1N/2R5/PP1pP1PP/8/3Q4/2R3K1 b - - 0 35,d4d3
2r2r1k/p2q3p/b1p2p1N/2R1p3/PP1p2P1/5P2/3Q3P/2R3K1 b - - 0 33,a6b7
r1bqk2r/pp2ppb1/2n2np1/2p4p/3pPP1P/3P2P1/PPPB2B1/R1QNK1NR b KQkq - 0 10,e7e5
r7/pb1k1p2/1p2pbn1/1P1p3r/P1nP4/5NP1/3N1PB1/1RBR2K1 b - - 2 25,a8c8
1rbq1rk1/2p1ppbp/2np1np1/1p6/3P4/1PN2NP1/PB2PPBP/2RQ1RK1 b - - 1 11,b5b4
r2k3r/pppbnp1p/2np4/6qN/2BPP3/2P3PP/PP4Q1/2R2RK1 w - - 1 17,g3g4
3r1k2/pp3ppp/6q1/5b2/3n4/2Q5/PP2PPBP/R3R1K1 w - - 10 21,c3g3
r5k1/2pB1pbp/pqN2np1/1p6/4rR2/6P1/PPP3KP/R1BQ4 w - - 0 19,f4e4
r2qr1k1/pp3bbp/2pp1np1/5p2/2P1n3/1PN1N1P1/PB2PPBP/1R1Q1RK1 b - - 10 15,a7a5
r1bn1rk1/pp2q1pp/4p3/1Bpp1p2/3Pn2P/P1P1PN2/1P2NPP1/R2QK2R b KQ - 0 12,d8f7
r3r1k1/1pb2qp1/p1p4p/5p2/2PPpP2/1PB1P3/4Q1PP/R2R2K1 b - - 1 26,g7g5
1r1r2k1/pp2ppbp/2n3p1/2p5/4PPb1/N1P3P1/PP4BP/R1B1R1K1 w - - 3 15,f4f5
r1b1kb1r/4p1p1/p5p1/3n3p/Np5P/5NB1/PP3PP1/2KR3R b kq - 1 16,c8e6
rnbqk2r/pp2ppbp/3p1np1/2pP4/P1N1PB2/2P2P2/1P4PP/R2QKBNR b KQkq - 0 10,e8g8
4r3/pp2n1p1/3bkp2/3p3R/3P2P1/1PP1NK2/P2B4/8 b - - 0 33,b7b6
2r3k1/1p2qb1p/3p2p1/2r1bp2/Q1PN4/3RP1PP/P4PB1/1R4K1 b - - 2 31,c5c4
r1bq1rk1/2p1bppp/p1P2n2/1p6/8/1BP2pP1/PP1P1P1P/RNBQR1K1 b - - 0 11,f8e8
r1b2rk1/pp1n1ppp/5n2/q1Pp2B1/3N4/2P1P3/P4PPP/2RQKB1R b K - 2 11,a5c5
r4rk1/2pq1ppp/3p2b1/3P4/2N2R2/2P1P2P/1P1Q2P1/R5K1 w - - 4 25,c4a5
1k6/p2b1B2/8/8/1pp5/6P1/1P1r1P1P/4R1K1 w - - 2 36,f7c4
rn1q1rk1/1p2bppp/pn1pb3/4p1P1/4P2P/1NN1B3/PPPQBP2/R3K2R b KQ - 2 12,b8d7
4rk2/p4r1p/1p2Pq2/n7/2p1Bp2/2P2P2/P2Q3P/3R2RK b - - 0 28,f6e6
r1bqkb1r/1p3ppp/pn2pn2/8/P1BP4/2N2N2/1PQB1PPP/R3K2R w KQkq - 1 11,c4d3
2r1r1k1/1b1n1p1p/p1Rp1bp1/qp2P3/3p4/4BNNP/PP1Q1PP1/1B2R1K1 b - - 0 21,a5d2
6rk/2r4p/Pb1N4/1p1Pp1q1/4Ppn1/5Q1R/5PP1/R3BK2 b - - 2 47,b6d4
2bQ4/5P1p/8/1kb2q2/3p4/8/6PP/2R4K w - - 2 42,d8c7
r1bq1rk1/pp3pbp/n5p1/2pPn3/P7/N1N3P1/1P3PBP/R1BQ1RK1 w - - 3 14,h2h3
8/2k5/6b1/1pBBK3/5p2/5N2/P2b4/8 b - - 5 54,d2e3
r2kn3/1p1brp2/p1pn2p1/P2p4/1P1P2PR/2NBPPN1/5K2/2R5 b - - 0 24,f7f5
r1bq1rk1/ppp2ppp/2pb1n2/4p3/8/1P1PP3/PBPN1PPP/R2QK1NR b KQ - 2 7,f8e8
rnbq1rk1/ppp1ppbp/5np1/3P4/8/1P4P1/PBPP1PBP/RN1QK1NR b KQ - 0 6,f6d5
r1bq1rk1/pp1n1p2/2p3pR/3p2b1/3P4/3BNQ2/PPPB1PP1/2K4R b - - 0 15,g5h6
8/8/P7/1R6/2Pk4/1P4p1/6K1/8 w - - 1 66,a6a7
3rr1k1/p1qn4/b5pp/1pb5/3pP2Q/3P1NPP/P2N2BK/2RR4 w - - 0 30,h4h6
4r2k/3R3p/3n4/1p4p1/p2p2P1/1B1P2K1/PP5P/8 w - - 0 35,b3d5
r3k2r/pbpq1ppp/1p1pp3/b2PN1B1/8/1R1B4/P1P1QPPP/5RK1 b kq - 0 14,d6e5
rn1qk1nr/pp2bpp1/2p3p1/3p4/3P1B2/2N1P3/PPQ2PPP/2KR2NR b kq - 1 10,g8f6
3q1bk1/3b4/Q2p1npp/1p1Pp3/1Pp1P3/2P1BN1P/2B3P1/6K1 b - - 10 47,d8c8
r1n3r1/2k5/2P1p1p1/PR1pNp1p/3P3P/4PPP1/R4K2/8 b - - 0 49,c8d6
6k1/2p3r1/1p1b2BR/3Pp1P1/8/1r3P2/4K3/2R5 w - - 0 40,c1h1
3rk2r/pppqbppp/2n1bn2/4p1B1/2P5/P1N3P1/1P1NPPBP/R2QK2R w KQk - 3 11,e1g1
r2qr1k1/ppp1bpp1/2n1pn1p/3p1b2/2PP4/1PN1PN2/PB2BPPP/R2Q1RK1 w - - 3 10,a1c1
2k1r2r/1ppbq1bp/p6n/3PP1p1/2P5/2N4P/PP2Q1PB/2KRR3 b - - 3 17,e7b4
r1bqkb1r/pppn1ppp/4pn2/8/2B1N3/8/PPPPQPPP/R1B1K1NR w KQkq - 2 6,e4g5
6k1/4r2p/1R4PR/2p5/3n4/P7/1K6/8 b - - 0 48,e7e2
rnb1k2r/1pqp1ppp/p3pn2/8/4PP2/1NbB4/PPP3PP/R1BQK2R w KQkq - 0 9,b2c3
8/8/2p5/3p1R2/k2P2p1/4P3/6K1/6Nr b - - 3 60,h1h4
r1bqr1k1/pp1n1pbp/2p3p1/2P1p3/1P2Pn2/2N1B3/P2NBPPP/R2Q1RK1 w - - 3 13,d2c4
6k1/pp1rq1p1/5n1p/7P/3p1P2/1PNQb3/P7/1K2RR2 w - - 3 33,c3d1
r1bqk2r/1pp2ppp/p1np1n2/2b1p3/4P3/1BPP1N2/PP1N1PPP/R1BQK2R b KQkq - 1 7,c5a7
r3r1k1/1b4p1/2q2p1p/2pp3Q/R2n1B1P/3P2PB/P4P1K/1R6 w - - 4 28,a4a8
r2qk2r/pp3ppp/2nbb3/3n4/B1pP1p2/1P3N2/P1P3PP/RNBQ1R1K b kq - 0 11,c4c3
2r1r1k1/p2q1pp1/5n2/4pn2/2P5/4BQpP/P1N2P1K/2RR4 w - - 0 28,f2g3
6k1/p3r1pr/1p1Np1RP/4Pp2/2P2Pb1/6K1/P1P4R/8 b - - 2 45,g4d1
1r6/2p3p1/2k3N1/p1p1P2P/P1Pn4/3RK3/1P6/8 w - - 3 53,b2b3
5R1k/8/4Nn1p/4q3/6BK/5PP1/7P/8 b - - 1 52,f6g8
3r4/pR6/n6k/2p3pq/8/PP2P1P1/3P3P/5QK1 b - - 0 31,c5c4
1r1r2k1/5ppp/2bp3b/p1q1p3/1pP1P2P/1P1Q2P1/P1N2PBK/3R1R2 w - - 12 25,d3e2
r1bqkb1r/1pp2ppp/p1n5/3np1N1/2B2P2/3P4/PPP3PP/RNBQ1RK1 b kq - 1 8,f8c5
rnbq1rk1/1pp1b1pp/3p1n2/p2Ppp2/2P5/P1N2NP1/1PQ1PPBP/R1B2RK1 w - - 1 11,f3g5
r1bqkb1r/pp1p1ppp/2n5/2pnp3/4P3/2N5/PPPP1PPP/R1BQKB1R w KQkq - 0 6,c3d5
5rk1/ppn1qppp/8/2r1p3/5P2/1BP1RQ1P/P5P1/2R3K1 w - - 0 21,f3b7
8/pR2pk2/4Nbp1/1nP1p3/6r1/1P6/P6R/1K6 b - - 0 30,g4g1
r2q2k1/1b1r1pp1/2p1p2p/p3Qn2/P2P4/1R4PP/1P3PBK/2R1B3 w - - 7 30,e1c3
r4k1r/p2qbp2/1pN1p1n1/1P1pPp2/P1P2P1p/3bB2P/3N2P1/R2RQ1K1 b - - 0 24,f8g7
8/5pk1/3q4/1Q5p/P2rpnpP/2N5/1P3PP1/5RK1 w - - 0 34,b5g5
rnbqk2r/ppp2pp1/3p1b1p/4p3/3PPP2/2P5/PP1N2PP/R2QKBNR w KQkq - 0 8,g1f3
r1bq1rk1/pppnp1bp/3p1np1/5pB1/2PP3P/2N2N2/PPQ1PPP1/R3KB1R w KQ - 1 8,e2e3
r4rk1/ppp3bp/4pqp1/8/4P3/1Q2Bn2/PPK1NP1P/3R3R w - - 0 18,d1d7
r6k/7p/1pp1bq2/p3Q1p1/1P2Pp2/P2P1NP1/5P1P/4R1K1 b - - 0 27,f6e5
8/p1r1r1k1/1p4P1/3pq3/7R/P7/1PP5/1K1Q3R w - - 3 33,h4h7
r3k2r/2R1p2p/3n2p1/8/3N1PP1/7P/P3RK2/8 b - - 4 36,d6c8
r3r1k1/1bpnqppp/pp1b4/3p4/3Pn3/1PNBPN1P/PB2QPP1/2R2RK1 w - - 7 14,f3d2
r2r1k2/1p2bppp/5n2/8/8/nBN3P1/1P1B1P1P/R2R2K1 w - - 2 27,b2a3
1k1r4/8/p5pp/1p6/2q5/P6Q/1PP3PP/6RK w - - 0 37,h3g3
rnbq1rk1/1pp2pb1/3p1npp/p2Pp1B1/2P1P3/2N2N2/PP2BPPP/R2QK2R w KQ - 0 9,g5h4
7K/5k1P/8/3p4/4p3/8/4NP2/8 w - - 3 55,e2c3
r2q1rk1/1pn1bppp/3pbn2/pB2p3/4P3/1NN1BP2/PPPQ2PP/1K1R3R w - - 4 13,e3b6
2k1r2r/pbp1qpb1/3p4/PNp1n2p/2P3pP/1Q4B1/1P3PP1/1K2RB1R b - - 1 20,b7a8
3rrnk1/ppq2pp1/2p2np1/2b1p1N1/4P2P/P5PB/1PP1QPK1/R1B2R2 b - - 0 17,c7e7
1qrr2k1/p4p1p/b3p1pb/npBpP3/3P3P/2P3P1/P3QPB1/RN2R1K1 w - - 5 27,b1d2
3qbrk1/pp5p/6pP/3pNp2/3P1Q2/2R5/PP3PP1/6K1 b - - 2 41,d8d6
1r2rnk1/1p1P2b1/p5p1/4Np1n/1P3P1q/5Q1P/1B4BK/3RR3 b - - 0 30,e8d8
6k1/pp1R1n2/r3p2p/2q1P3/2P5/1PB5/P3Q1P1/1K6 w - - 2 34,e2f3
r4k2/1p2b1p1/1Bb2p1p/P1p4P/2Pp1P2/3P2PB/5K2/3R4 b - - 0 38,e7d6
r3B1k1/2p1q1bp/1p1p1n2/1P1Pp3/2P1P3/pNK1Br2/P6Q/R6R w - - 0 28,h2e2
r3qrk1/ppnnb1pp/2p1p1p1/3p2P1/6QP/3PPN2/PPPB1PB1/R3K2R b KQ - 6 15,e7d6
r1bq1rk1/pp2nppp/1npb4/8/2BP4/2N2N1P/PP3PP1/R1BQ1RK1 w - - 3 11,c4b3
4k3/6R1/2p1p2r/b2pB1p1/3P2P1/2P2PK1/8/8 b - - 2 53,a5d8
r1b4r/1p2kp2/p1qp3B/4p3/4N3/3Q4/PPP2P1P/R3K1R1 b Q - 0 16,h8h6
3rb3/1q2n1bk/p1rp1pp1/2p1p2p/2P1PP1P/1PNRB1P1/P2Q2BK/3R4 w - - 1 33,f4e5
r1bqk2r/1p1nppbp/p1p2np1/2Pp4/3P4/2N2NP1/PP2PPBP/R1BQ1RK1 b kq - 3 8,e8g8
4k3/6R1/4pN1p/4Bp2/8/7P/5qPK/8 b - - 1 51,e8d8
3r4/4kpp1/7p/R2pr3/3R4/4P2P/5PP1/6K1 w - - 12 37,g1f1
1r6/3kn1pp/1P1n1p2/2B2P2/1P5N/3P3P/6K1/4R3 w - - 3 41,e1a1
8/1p2nkpr/4rp2/2Pp1p1P/PK1P1B2/5P2/6R1/6R1 b - - 0 39,e7c6
2r2qk1/5p1p/4p1pP/3p1n2/RP6/6P1/1Q3PK1/7R w - - 5 36,b4b5
r3kb1r/1p1Bpppp/pq3n2/3p1bB1/3P4/1Q2PP2/PP1N2PP/R3K1NR b KQkq - 0 10,f6d7
5k2/3n1pp1/6p1/3P4/rpR5/4P1PP/8/3R2K1 w - - 4 50,d5d6
rn1br1k1/ppp2p1p/6p1/2PN4/1P1pP1B1/P7/5PPP/2R2RK1 b - - 0 18,c7c6
rR4k1/2qn1pbp/b1p1pnp1/2PpN3/3P1P2/2NBP3/2Q3PP/2B2RK1 b - - 0 17,d7b8
5rk1/1Q2pp1p/pq4p1/1b3n2/P2b4/5B2/1P3PPP/2RR2K1 w - - 0 27,b7b6
3qrrk1/pppb2b1/3p2pP/3Pp2n/2P4n/2NB1P2/PPNB3P/3QRR1K b - - 0 22,g7f6
r2qkb1r/4npp1/p1npb3/1p1Np3/4P2p/2P2PP1/PPN3BP/R1BQK2R b KQkq - 1 13,e6d5
1r1q1rk1/2p1bppp/pnnp4/1p2p3/4P3/2PPBbNP/PPB2PP1/R2QR1K1 w - - 0 15,d1f3
3qr1k1/5pbp/r5p1/2pP4/4P3/2p2Q2/2N2PPP/R2R2K1 b - - 7 27,a6a1
r5k1/5p2/2Qb3p/q4b2/3B4/P3P2P/5PP1/3R2K1 b - - 0 29,a8d8
2r2n2/1r2bk1p/p2pp3/1P3p2/1P1B1P2/P3R1P1/3N2KP/4R3 b - - 0 29,a6b5
3r2k1/pRn2pp1/P1p1q1p1/2P5/3PP3/B2Q1NbP/6P1/6K1 w - - 5 39,f3g5
8/8/5rk1/R5pp/6p1/8/5PKP/8 b - - 7 37,h5h4
r5k1/1p1q1pb1/p1b2n1p/3p2p1/3P4/P2Q1BBP/1P2NPP1/2R3K1 w - - 1 25,g3e5
5r2/p1p3p1/1p3k1p/3p1P2/7P/2P1K1N1/PPP3B1/8 b - - 1 30,f6e5
8/R4Rpk/2p4p/4rn2/6P1/2N5/2K5/8 b - - 0 64,f5d4
2r2rk1/1p3q2/p3p1p1/4P2p/2nR1P2/1NP3P1/P1P5/2K1R2Q w - - 0 27,h1e4
r4rk1/4bpp1/p1npb1q1/4p3/1pP1P1Pp/7P/PPN2PB1/R1BQ1RK1 w - - 3 17,c2e3
4b3/3nk2p/6p1/2pP1p2/1pP2N2/1B5P/P4PP1/6K1 w - - 1 32,f4d3
8/8/3bkp2/8/1rKP3R/4BP2/5P2/8 w - - 9 57,c4c3
8/6k1/1p1n1pp1/2pP3p/2P2KPP/1P1B1P2/8/8 b - - 0 41,g7h6
r2k4/1p1b3p/p4b2/3Bn3/8/6N1/P4P1P/4RRK1 b - - 0 23,d7b5
6k1/1pp2pbp/6p1/1P2Pn2/r1P1NP2/4r3/1BR4P/2K1R3 w - - 7 30,c1d1
5b2/r2q1r1k/7p/3bPp1p/1p1P1P1N/3B4/P1R2B1K/3Q2R1 b - - 3 40,f8e7
rn1qkb1r/pp3p1p/2p3p1/3p1p2/3P4/2NQP3/PPP1NPPP/R3K2R w KQkq - 0 9,h2h3
r1b1r1k1/ppb2pp1/2pq1p1p/7P/P2P4/2PBPN2/2Q2PP1/1R2K2R b K - 0 16,b7b6
8/1p2r1pk/2bR3p/7P/2P1pp2/P7/1P1K1PP1/3B4 b - - 0 35,e7e5
3r1k2/p4rnp/1p4p1/1BpPR3/P1P2qP1/4Q3/4RP2/6K1 w - - 5 31,e3f4
r3kb1r/1b1n1ppp/pq6/1ppPp3/8/1Q2B1P1/PP2PPBP/RN3RK1 w kq - 0 14,a2a4
rn1qr1k1/pp3ppp/2pb1n2/3p1B2/3P4/P1N5/1PP2PPP/R1BQ1RK1 b - - 0 11,b8d7
r2qk2r/pp1nnpbp/2p1p1p1/8/3PQ3/2N3PP/PPP2PB1/R1B2RK1 w kq - 4 11,c3e2
1r4k1/1p2RN1p/4N1p1/p4p1n/2P4P/1P2KP2/P5r1/8 w - - 3 40,f7h6
1r1q1rk1/pb2n3/1n1Q1bpp/1BB1pp2/4P3/2N2N2/P4PPP/1R3RK1 w - - 1 19,f3e5
3r1b1k/6q1/3P3p/4PQpP/2B5/1p6/p5P1/3R3K w - - 0 44,c4b3
5rk1/1p3p2/3N2pp/1P1R4/p3P3/P1r3B1/1K4PP/8 b - - 2 31,c3b3
1r2k3/5p2/3r2pp/1pRPN1P1/p2K1P1P/8/PP6/8 b - - 0 30,h6h5
b7/4Nkbr/p1P5/1p1p1p2/5P2/8/PPKB4/4R3 w - - 1 43,c6c7
3r1rk1/1bq2p2/p5pp/2p2n2/P1N2n2/1BP2P2/3BQ1PP/R3R1K1 w - - 4 26,d2f4
r7/2kp4/2bq4/p1r2p1B/Pp3Q2/1P4P1/2P4P/2R2RK1 b - - 0 30,c6e4
r1bq1rk1/4ppb1/1n1p1npp/p1pP4/P1B1P3/2N1BN1P/1P3PP1/R2Q1RK1 w - - 1 14,c4d3
r3k2r/pp2bppp/8/2pR4/6PP/1Pp1PPB1/2Q5/q1K3NR w kq - 1 20,c2b1
rnbqk2r/ppp1ppbp/1n4p1/8/3PP3/2N1BP2/PP4PP/R2QKBNR b KQkq - 4 7,e8g8
2r3k1/p4pp1/1p2pq1p/4N3/1P1Q4/Pn4P1/4PPKP/5R2 w - - 0 21,d4d7
rnb2rk1/pp2qpp1/2p1p2p/8/2RP4/3BPN2/PP3PPP/3QK2R b K - 0 12,b8d7
rn1qk2r/pp2ppbp/1np3p1/1B6/3PP1b1/1QN2N2/PP3PPP/R1B1K2R w KQkq - 0 9,f3g5
1r6/4kp2/1p2pn2/p7/P2PP2p/4KP1R/1P2N3/8 w - - 0 45,e2c3
2kr4/2p2p1p/1pb3p1/p1p1r2P/P1P1PN2/1P1PKPR1/8/6R1 w - - 3 37,h5g6
6k1/B4pbp/6p1/3P4/B6P/3K1N2/5PP1/r7 b - - 0 32,a1a3
8/3Rpk2/p3nb2/1pB2q1p/1P2pP1P/6P1/P4K2/3Q4 w - - 2 35,d7d5
8/6pk/1Q6/p3Bp1p/P3p3/KP2P3/8/6q1 b - - 0 51,f5f4
r1bq1rk1/pp4bp/2np1p1n/4P3/4P1pN/2N3B1/PP2BPPP/R2QK2R b KQ - 0 14,d6e5
1r4k1/R4pbp/3p2pB/1bqPp2N/2n1P3/2P2N1P/5PP1/2Q3K1 w - - 7 31,h6g7
3r2k1/p5b1/1p2p2p/2p1P1P1/4N1Pn/P6K/1P6/2B2R2 b - - 0 37,h4g6
r1bqk2r/pppn1pp1/4pn1p/3p4/1bPP3B/2N1P3/PP3PPP/R2QKBNR w KQkq - 2 7,c4d5
